Partner Name,date,sales,mean_weekly
Colorado Kolache Company,2023-10-13,5,2.857142857142857
Colorado Kolache Company,2023-10-15,2,2.7142857142857144
Colorado Kolache Company,2023-10-16,3,3
Colorado Kolache Company,2023-10-17,3,3.142857142857143
Colorado Kolache Company,2023-10-18,2,3
Colorado Kolache Company,2023-10-19,2,3.142857142857143
Colorado Kolache Company,2023-10-20,5,3.142857142857143
Colorado Kolache Company,2023-10-21,12,4.142857142857143
Colorado Kolache Company,2023-10-22,1,4
Colorado Kolache Company,2023-10-25,4,4.142857142857143
Colorado Kolache Company,2023-10-28,1,3.857142857142857
Colorado Kolache Company,2023-10-29,4,4.142857142857143
Colorado Kolache Company,2023-11-02,4,4.428571428571429
Colorado Kolache Company,2023-11-04,3,4.142857142857143
Colorado Kolache Company,2023-11-05,4,3
Colorado Kolache Company,2023-11-06,3,3.2857142857142856
Colorado Kolache Company,2023-11-08,4,3.2857142857142856
Colorado Kolache Company,2023-11-10,6,4
Colorado Kolache Company,2023-11-11,7,4.428571428571429
Colorado Kolache Company,2023-11-13,3,4.285714285714286
Colorado Kolache Company,2023-11-14,4,4.428571428571429
Colorado Kolache Company,2023-11-15,2,4.142857142857143
Colorado Kolache Company,2023-11-16,1,3.857142857142857
Colorado Kolache Company,2023-11-17,1,3.4285714285714284
Colorado Kolache Company,2023-11-18,3,3
Colorado Kolache Company,2023-11-19,5,2.7142857142857144
Colorado Kolache Company,2023-11-20,2,2.5714285714285716
Colorado Kolache Company,2023-11-21,5,2.7142857142857144
Colorado Kolache Company,2023-11-25,3,2.857142857142857
Colorado Kolache Company,2023-11-26,2,3
Colorado Kolache Company,2023-11-27,1,3
Colorado Kolache Company,2023-11-28,2,2.857142857142857
Colorado Kolache Company,2023-11-29,2,2.4285714285714284
Colorado Kolache Company,2023-11-30,4,2.7142857142857144
Colorado Kolache Company,2023-12-01,6,2.857142857142857
Colorado Kolache Company,2023-12-02,4,3
Colorado Kolache Company,2023-12-03,5,3.4285714285714284
Colorado Kolache Company,2023-12-04,2,3.5714285714285716
Colorado Kolache Company,2023-12-05,6,4.142857142857143
Colorado Kolache Company,2023-12-06,3,4.285714285714286
Colorado Kolache Company,2023-12-07,5,4.428571428571429
Colorado Kolache Company,2023-12-08,4,4.142857142857143
Colorado Kolache Company,2023-12-11,4,4.142857142857143
Colorado Kolache Company,2023-12-12,1,3.5714285714285716
Colorado Kolache Company,2023-12-13,4,3.857142857142857
Colorado Kolache Company,2023-12-15,2,3.2857142857142856
Colorado Kolache Company,2023-12-16,2,3.142857142857143
Colorado Kolache Company,2023-12-17,2,2.7142857142857144
Colorado Kolache Company,2023-12-21,1,2.2857142857142856
Colorado Kolache Company,2023-12-28,1,1.8571428571428572
Colorado Kolache Company,2023-12-30,2,2
Colorado Kolache Company,2023-12-31,1,1.5714285714285714
Colorado Kolache Company,2024-01-02,2,1.5714285714285714
Colorado Kolache Company,2024-01-03,2,1.5714285714285714
Colorado Kolache Company,2024-01-04,2,1.5714285714285714
Colorado Kolache Company,2024-01-06,3,1.8571428571428572
Colorado Kolache Company,2024-01-09,3,2.142857142857143
Colorado Kolache Company,2024-01-13,2,2.142857142857143
Colorado Kolache Company,2024-01-19,3,2.4285714285714284
Colorado Kolache Company,2024-01-22,5,2.857142857142857
Colorado Kolache Company,2024-01-23,1,2.7142857142857144
Colorado Kolache Company,2024-01-25,2,2.7142857142857144
Colorado Kolache Company,2024-01-26,3,2.7142857142857144
Colorado Kolache Company,2024-01-27,9,3.5714285714285716
Colorado Kolache Company,2024-01-29,2,3.5714285714285716
Colorado Kolache Company,2024-02-01,1,3.2857142857142856
Colorado Kolache Company,2024-02-02,4,3.142857142857143
Colorado Kolache Company,2024-02-04,3,3.4285714285714284
Colorado Kolache Company,2024-02-05,2,3.4285714285714284
Colorado Kolache Company,2024-02-06,1,3.142857142857143
Colorado Kolache Company,2024-02-07,3,2.2857142857142856
Colorado Kolache Company,2024-02-09,4,2.5714285714285716
Colorado Kolache Company,2024-02-10,2,2.7142857142857144
Colorado Kolache Company,2024-02-13,2,2.4285714285714284
Colorado Kolache Company,2024-02-14,2,2.2857142857142856
Colorado Kolache Company,2024-02-15,2,2.2857142857142856
Colorado Kolache Company,2024-02-16,1,2.2857142857142856
Colorado Kolache Company,2024-02-17,4,2.4285714285714284
Colorado Kolache Company,2024-02-18,1,2
Colorado Kolache Company,2024-02-19,1,1.8571428571428572
Colorado Kolache Company,2024-02-20,2,1.8571428571428572
Colorado Kolache Company,2024-02-21,5,2.2857142857142856
Colorado Kolache Company,2024-02-23,1,2.142857142857143
Colorado Kolache Company,2024-02-24,2,2.2857142857142856
Colorado Kolache Company,2024-02-27,1,1.8571428571428572
Colorado Kolache Company,2024-02-28,4,2.2857142857142856
Colorado Kolache Company,2024-02-29,9,3.4285714285714284
Colorado Kolache Company,2024-03-01,2,3.4285714285714284
Colorado Kolache Company,2024-03-02,2,3
Colorado Kolache Company,2024-03-03,5,3.5714285714285716
Colorado Kolache Company,2024-03-05,2,3.5714285714285716
Colorado Kolache Company,2024-03-06,1,3.5714285714285716
Colorado Kolache Company,2024-03-07,5,3.7142857142857144
Colorado Kolache Company,2024-03-08,1,2.5714285714285716
Colorado Kolache Company,2024-03-09,2,2.5714285714285716
Colorado Kolache Company,2024-03-11,1,2.4285714285714284
Colorado Kolache Company,2024-03-13,3,2.142857142857143
Colorado Kolache Company,2024-03-15,4,2.4285714285714284
Colorado Kolache Company,2024-03-18,2,2.5714285714285716
Colorado Kolache Company,2024-03-20,2,2.142857142857143
Colorado Kolache Company,2024-03-21,2,2.2857142857142856
Colorado Kolache Company,2024-03-22,7,3
Colorado Kolache Company,2024-03-23,4,3.4285714285714284
Colorado Kolache Company,2024-03-24,2,3.2857142857142856
Colorado Kolache Company,2024-03-25,2,3
Colorado Kolache Company,2024-03-27,5,3.4285714285714284
Colorado Kolache Company,2024-03-29,5,3.857142857142857
Colorado Kolache Company,2024-04-02,7,4.571428571428571
Colorado Kolache Company,2024-04-03,6,4.428571428571429
Colorado Kolache Company,2024-04-04,2,4.142857142857143
Colorado Kolache Company,2024-04-05,10,5.285714285714286
Colorado Kolache Company,2024-04-06,4,5.571428571428571
Colorado Kolache Company,2024-04-07,4,5.428571428571429
Colorado Kolache Company,2024-04-08,2,5
Colorado Kolache Company,2024-04-09,1,4.142857142857143
Colorado Kolache Company,2024-04-10,1,3.4285714285714284
Colorado Kolache Company,2024-04-11,7,4.142857142857143
Colorado Kolache Company,2024-04-12,2,3
Colorado Kolache Company,2024-04-13,2,2.7142857142857144
Colorado Kolache Company,2024-04-14,2,2.4285714285714284
Colorado Kolache Company,2024-04-16,3,2.5714285714285716
Colorado Kolache Company,2024-04-17,6,3.2857142857142856
Colorado Kolache Company,2024-04-18,12,4.857142857142857
Colorado Kolache Company,2024-04-22,1,4
Colorado Kolache Company,2024-04-24,4,4.285714285714286
Colorado Kolache Company,2024-04-26,5,4.714285714285714
Colorado Kolache Company,2024-04-27,7,5.428571428571429
Colorado Kolache Company,2024-04-28,2,5.285714285714286
Colorado Kolache Company,2024-04-29,2,4.714285714285714
Colorado Kolache Company,2024-05-01,8,4.142857142857143
Colorado Kolache Company,2024-05-02,9,5.285714285714286
Colorado Kolache Company,2024-05-03,2,5
Colorado Kolache Company,2024-05-04,1,4.428571428571429
Colorado Kolache Company,2024-05-05,3,3.857142857142857
Colorado Kolache Company,2024-05-08,5,4.285714285714286
Colorado Kolache Company,2024-05-09,4,4.571428571428571
Colorado Kolache Company,2024-05-11,4,4
Colorado Kolache Company,2024-05-13,8,3.857142857142857
Colorado Kolache Company,2024-05-14,2,3.857142857142857
Colorado Kolache Company,2024-05-17,3,4.142857142857143
Colorado Kolache Company,2024-05-18,6,4.571428571428571
Colorado Kolache Company,2024-05-19,3,4.285714285714286
Colorado Kolache Company,2024-05-20,2,4
Colorado Kolache Company,2024-05-21,3,3.857142857142857
Colorado Kolache Company,2024-05-22,5,3.4285714285714284
Colorado Kolache Company,2024-05-24,7,4.142857142857143
Cook Click Cafe,2023-09-11,1,NA
Cook Click Cafe,2023-09-20,1,NA
Cook Click Cafe,2023-10-07,1,NA
Cook Click Cafe,2023-11-11,1,NA
Cook Click Cafe,2023-11-30,8,NA
Cook Click Cafe,2023-12-01,3,NA
Cook Click Cafe,2024-02-10,1,2.2857142857142856
Cook Click Cafe,2024-03-17,1,2.2857142857142856
Cook Click Cafe,2024-03-19,1,2.2857142857142856
Cook Click Cafe,2024-03-26,1,2.2857142857142856
Cook Click Cafe,2024-04-01,1,2.2857142857142856
Cook Click Cafe,2024-04-15,1,1.2857142857142858
Cook Click Cafe,2024-04-21,1,1
Cook Click Cafe,2024-04-23,1,1
Cook Click Cafe,2024-04-25,1,1
Cook Click Cafe,2024-05-05,1,1
Cook Click Cafe,2024-05-21,1,1
DP Dough,2023-09-08,3,NA
DP Dough,2023-09-09,4,NA
DP Dough,2023-09-10,1,NA
DP Dough,2023-09-13,2,NA
DP Dough,2023-09-14,1,NA
DP Dough,2023-09-15,2,NA
DP Dough,2023-09-16,1,2
DP Dough,2023-09-17,3,2
DP Dough,2023-09-18,1,1.5714285714285714
DP Dough,2023-09-19,1,1.5714285714285714
DP Dough,2023-09-20,1,1.4285714285714286
DP Dough,2023-09-23,4,1.8571428571428572
DP Dough,2023-09-24,1,1.7142857142857142
DP Dough,2023-09-25,2,1.8571428571428572
DP Dough,2023-09-27,1,1.5714285714285714
DP Dough,2023-09-28,1,1.5714285714285714
DP Dough,2023-10-01,3,1.8571428571428572
DP Dough,2023-10-07,3,2.142857142857143
DP Dough,2023-10-10,3,2
DP Dough,2023-10-15,2,2.142857142857143
DP Dough,2023-10-17,2,2.142857142857143
DP Dough,2023-10-19,1,2.142857142857143
DP Dough,2023-10-20,1,2.142857142857143
DP Dough,2023-10-21,2,2
DP Dough,2023-10-28,2,1.8571428571428572
DP Dough,2023-10-30,1,1.5714285714285714
DP Dough,2023-11-05,2,1.5714285714285714
DP Dough,2023-11-06,1,1.4285714285714286
DP Dough,2023-11-07,1,1.4285714285714286
DP Dough,2023-11-14,1,1.4285714285714286
DP Dough,2023-12-03,3,1.5714285714285714
DP Dough,2023-12-06,2,1.5714285714285714
DP Dough,2023-12-16,1,1.5714285714285714
DP Dough,2023-12-17,2,1.5714285714285714
DP Dough,2023-12-30,1,1.5714285714285714
DP Dough,2024-01-03,1,1.5714285714285714
DP Dough,2024-01-04,1,1.5714285714285714
DP Dough,2024-01-06,1,1.2857142857142858
DP Dough,2024-01-07,1,1.1428571428571428
DP Dough,2024-01-16,2,1.2857142857142858
DP Dough,2024-01-18,1,1.1428571428571428
DP Dough,2024-01-21,1,1.1428571428571428
DP Dough,2024-01-23,1,1.1428571428571428
DP Dough,2024-01-24,6,1.8571428571428572
DP Dough,2024-01-27,5,2.4285714285714284
DP Dough,2024-01-30,1,2.4285714285714284
DP Dough,2024-02-02,1,2.2857142857142856
DP Dough,2024-02-05,1,2.2857142857142856
DP Dough,2024-02-08,1,2.2857142857142856
DP Dough,2024-02-12,2,2.4285714285714284
DP Dough,2024-02-15,1,1.7142857142857142
DP Dough,2024-02-24,1,1.1428571428571428
DP Dough,2024-03-08,1,1.1428571428571428
DP Dough,2024-03-14,2,1.2857142857142858
DP Dough,2024-03-15,1,1.2857142857142858
DP Dough,2024-03-21,1,1.2857142857142858
DP Dough,2024-03-24,1,1.1428571428571428
DP Dough,2024-03-27,1,1.1428571428571428
DP Dough,2024-03-29,1,1.1428571428571428
DP Dough,2024-03-30,2,1.2857142857142858
DP Dough,2024-04-06,1,1.1428571428571428
DP Dough,2024-04-07,3,1.4285714285714286
DP Dough,2024-04-14,1,1.4285714285714286
DP Dough,2024-04-27,2,1.5714285714285714
DP Dough,2024-05-03,1,1.5714285714285714
DP Dough,2024-05-04,1,1.5714285714285714
DP Dough,2024-05-06,1,1.4285714285714286
DP Dough,2024-05-10,1,1.4285714285714286
DP Dough,2024-05-16,1,1.1428571428571428
DP Dough,2024-05-17,1,1.1428571428571428
Denver Milk Market,2023-11-20,4,NA
Denver Milk Market,2023-11-21,16,NA
Denver Milk Market,2023-11-22,11,NA
Denver Milk Market,2023-11-24,9,NA
Denver Milk Market,2023-11-27,8,NA
Denver Milk Market,2023-11-28,10,NA
Denver Milk Market,2023-11-29,11,9.857142857142858
Denver Milk Market,2023-11-30,15,11.428571428571429
Denver Milk Market,2023-12-01,10,10.571428571428571
Denver Milk Market,2023-12-04,9,10.285714285714286
Denver Milk Market,2023-12-05,9,10.285714285714286
Denver Milk Market,2023-12-06,2,9.428571428571429
Denver Milk Market,2023-12-07,7,9
Denver Milk Market,2023-12-08,5,8.142857142857142
Denver Milk Market,2023-12-12,6,6.857142857142857
Denver Milk Market,2023-12-13,1,5.571428571428571
Denver Milk Market,2023-12-15,4,4.857142857142857
Denver Milk Market,2023-12-18,4,4.142857142857143
Denver Milk Market,2023-12-19,6,4.714285714285714
Denver Milk Market,2023-12-26,1,3.857142857142857
Denver Milk Market,2023-12-27,4,3.7142857142857144
Denver Milk Market,2023-12-29,4,3.4285714285714284
Denver Milk Market,2024-01-02,5,4
Denver Milk Market,2024-01-08,1,3.5714285714285716
Denver Milk Market,2024-01-10,4,3.5714285714285716
Denver Milk Market,2024-01-11,9,4
Denver Milk Market,2024-01-15,8,5
Denver Milk Market,2024-01-18,3,4.857142857142857
Denver Milk Market,2024-01-20,4,4.857142857142857
Denver Milk Market,2024-01-23,4,4.714285714285714
Denver Milk Market,2024-01-24,4,5.142857142857143
Denver Milk Market,2024-01-30,9,5.857142857142857
Denver Milk Market,2024-02-02,5,5.285714285714286
Denver Milk Market,2024-02-12,9,5.428571428571429
Denver Milk Market,2024-02-19,6,5.857142857142857
Denver Milk Market,2024-03-04,7,6.285714285714286
Denver Milk Market,2024-03-11,8,6.857142857142857
Denver Milk Market,2024-03-15,6,7.142857142857143
Denver Milk Market,2024-03-17,8,7
Denver Milk Market,2024-03-24,7,7.285714285714286
Denver Milk Market,2024-03-25,10,7.428571428571429
Denver Milk Market,2024-03-30,5,7.285714285714286
Denver Milk Market,2024-04-04,6,7.142857142857143
Denver Milk Market,2024-04-08,9,7.285714285714286
Denver Milk Market,2024-04-29,7,7.428571428571429
Denver Milk Market,2024-04-30,1,6.428571428571429
Denver Milk Market,2024-05-03,6,6.285714285714286
Denver Milk Market,2024-05-09,3,5.285714285714286
Denver Milk Market,2024-05-16,5,5.285714285714286
Detox Juice,2023-11-21,10,NA
Detox Juice,2023-11-22,4,NA
Detox Juice,2023-11-24,1,NA
Detox Juice,2023-11-25,3,NA
Detox Juice,2023-11-26,1,NA
Detox Juice,2023-11-27,12,NA
Detox Juice,2023-11-28,3,4.857142857142857
Detox Juice,2023-11-30,7,4.428571428571429
Detox Juice,2023-12-01,2,4.142857142857143
Detox Juice,2023-12-03,3,4.428571428571429
Detox Juice,2023-12-07,2,4.285714285714286
Detox Juice,2023-12-09,4,4.714285714285714
Detox Juice,2023-12-10,4,3.5714285714285716
Detox Juice,2023-12-11,1,3.2857142857142856
Detox Juice,2023-12-16,3,2.7142857142857144
Detox Juice,2023-12-17,1,2.5714285714285716
Detox Juice,2023-12-20,4,2.7142857142857144
Detox Juice,2024-01-09,3,2.857142857142857
Detox Juice,2024-01-11,7,3.2857142857142856
Detox Juice,2024-01-12,5,3.4285714285714284
Detox Juice,2024-01-13,1,3.4285714285714284
Detox Juice,2024-01-14,3,3.4285714285714284
Detox Juice,2024-01-16,4,3.857142857142857
Detox Juice,2024-01-18,4,3.857142857142857
Detox Juice,2024-01-19,3,3.857142857142857
Detox Juice,2024-01-20,6,3.7142857142857144
Detox Juice,2024-01-22,3,3.4285714285714284
Detox Juice,2024-01-23,2,3.5714285714285716
Detox Juice,2024-01-24,5,3.857142857142857
Detox Juice,2024-01-25,3,3.7142857142857144
Detox Juice,2024-01-26,2,3.4285714285714284
Detox Juice,2024-01-27,1,3.142857142857143
Detox Juice,2024-01-31,3,2.7142857142857144
Detox Juice,2024-02-02,1,2.4285714285714284
Detox Juice,2024-02-05,8,3.2857142857142856
Detox Juice,2024-02-06,7,3.5714285714285716
Dry Storage Bakery,2023-09-22,5,NA
Dry Storage Bakery,2023-09-24,3,NA
Dry Storage Bakery,2023-09-25,1,NA
Dry Storage Bakery,2023-09-28,6,NA
Dry Storage Bakery,2023-10-01,1,NA
Dry Storage Bakery,2023-10-02,1,NA
Dry Storage Bakery,2023-10-04,2,2.7142857142857144
Dry Storage Bakery,2023-10-09,3,2.4285714285714284
Dry Storage Bakery,2023-10-10,2,2.2857142857142856
Dry Storage Bakery,2023-10-11,1,2.2857142857142856
Dry Storage Bakery,2023-10-12,7,2.4285714285714284
Dry Storage Bakery,2023-10-15,2,2.5714285714285716
Dry Storage Bakery,2023-10-16,4,3
Dry Storage Bakery,2023-10-24,6,3.5714285714285716
Dry Storage Bakery,2023-10-25,5,3.857142857142857
Dry Storage Bakery,2023-10-28,3,4
Dry Storage Bakery,2023-10-29,2,4.142857142857143
Dry Storage Bakery,2023-10-30,5,3.857142857142857
Dry Storage Bakery,2023-11-01,1,3.7142857142857144
Dry Storage Bakery,2023-11-06,3,3.5714285714285716
Dry Storage Bakery,2023-11-11,2,3
Dry Storage Bakery,2023-11-13,2,2.5714285714285716
Dry Storage Bakery,2023-11-25,6,3
Dry Storage Bakery,2023-11-28,2,3
Dry Storage Bakery,2023-12-03,10,3.7142857142857144
Dry Storage Bakery,2023-12-04,10,5
Dry Storage Bakery,2023-12-05,4,5.142857142857143
Dry Storage Bakery,2023-12-07,3,5.285714285714286
Dry Storage Bakery,2023-12-17,3,5.428571428571429
Dry Storage Bakery,2023-12-18,5,5.285714285714286
Dry Storage Bakery,2023-12-19,2,5.285714285714286
Dry Storage Bakery,2023-12-20,1,4
Dry Storage Bakery,2024-01-03,1,2.7142857142857144
Dry Storage Bakery,2024-01-04,3,2.5714285714285716
Dry Storage Bakery,2024-01-06,2,2.4285714285714284
Dry Storage Bakery,2024-01-07,9,3.2857142857142856
Dry Storage Bakery,2024-01-08,3,3
Dry Storage Bakery,2024-01-09,2,3
Dry Storage Bakery,2024-01-11,4,3.4285714285714284
Dry Storage Bakery,2024-01-13,3,3.7142857142857144
Dry Storage Bakery,2024-01-14,6,4.142857142857143
Dry Storage Bakery,2024-01-19,3,4.285714285714286
Dry Storage Bakery,2024-01-22,10,4.428571428571429
Dry Storage Bakery,2024-01-25,4,4.571428571428571
Dry Storage Bakery,2024-01-27,6,5.142857142857143
Dry Storage Bakery,2024-01-29,2,4.857142857142857
Dry Storage Bakery,2024-02-04,8,5.571428571428571
Dry Storage Bakery,2024-02-06,4,5.285714285714286
Dry Storage Bakery,2024-02-12,4,5.428571428571429
Dry Storage Bakery,2024-02-16,3,4.428571428571429
Dry Storage Bakery,2024-02-26,3,4.285714285714286
Dry Storage Bakery,2024-02-28,8,4.571428571428571
Dry Storage Bakery,2024-02-29,4,4.857142857142857
Dry Storage Bakery,2024-03-08,7,4.714285714285714
Dry Storage Bakery,2024-03-10,8,5.285714285714286
Dry Storage Bakery,2024-04-01,4,5.285714285714286
Dry Storage Bakery,2024-04-15,4,5.428571428571429
Dry Storage Bakery,2024-04-19,3,5.428571428571429
Dry Storage Bakery,2024-04-26,4,4.857142857142857
Dry Storage Bakery,2024-05-19,5,5
Dukes Bread,2024-03-06,13,NA
Dukes Bread,2024-03-07,1,NA
Dukes Bread,2024-03-11,7,NA
Dukes Bread,2024-03-14,18,NA
Dukes Bread,2024-03-18,10,NA
Dukes Bread,2024-03-21,20,NA
Dukes Bread,2024-03-22,5,10.571428571428571
Dukes Bread,2024-03-28,21,11.714285714285714
Dukes Bread,2024-04-02,7,12.571428571428571
Dukes Bread,2024-04-04,15,13.714285714285714
Dukes Bread,2024-04-11,13,13
Dukes Bread,2024-04-17,10,13
Dukes Bread,2024-04-22,10,11.571428571428571
Dukes Bread,2024-04-23,6,11.714285714285714
Dukes Bread,2024-04-30,8,9.857142857142858
Dukes Bread,2024-05-06,17,11.285714285714286
Dukes Bread,2024-05-08,10,10.571428571428571
Dukes Bread,2024-05-14,4,9.285714285714286
Dukes Bread,2024-05-16,10,9.285714285714286
Dukes Bread,2024-05-22,2,8.142857142857142
Dukes Bread,2024-05-24,9,8.571428571428571
Dulce Dreams Cafe,2024-03-20,1,NA
Dulce Dreams Cafe,2024-03-21,2,NA
Dulce Dreams Cafe,2024-03-24,2,NA
Dulce Dreams Cafe,2024-03-31,5,NA
Dulce Dreams Cafe,2024-04-15,8,NA
Dulce Dreams Cafe,2024-04-16,3,NA
Dulce Dreams Cafe,2024-05-17,1,3.142857142857143
Dulce Dreams Cafe,2024-05-19,10,4.428571428571429
Enderly Coffee Company,2024-03-13,20,NA
Enderly Coffee Company,2024-04-11,31,NA
Golden Restaurant and Bakery - Phoenix,2024-02-25,7,NA
Golden Restaurant and Bakery - Phoenix,2024-02-26,7,NA
Golden Restaurant and Bakery - Phoenix,2024-02-27,6,NA
Golden Restaurant and Bakery - Phoenix,2024-02-29,2,NA
Golden Restaurant and Bakery - Phoenix,2024-03-05,2,NA
Golden Restaurant and Bakery - Phoenix,2024-03-13,1,NA
Golden Restaurant and Bakery - Phoenix,2024-03-14,2,3.857142857142857
Golden Restaurant and Bakery - Tempe,2024-02-15,1,NA
Golden Restaurant and Bakery - Tempe,2024-02-16,2,NA
Golden Restaurant and Bakery - Tempe,2024-02-22,2,NA
Golden Restaurant and Bakery - Tempe,2024-02-24,2,NA
Golden Restaurant and Bakery - Tempe,2024-03-17,3,NA
Golden Restaurant and Bakery - Tempe,2024-03-24,1,NA
Golden Restaurant and Bakery - Tempe,2024-03-31,6,2.4285714285714284
Golden Restaurant and Bakery - Tempe,2024-04-07,1,2.4285714285714284
Great Harvest,2023-09-08,5,NA
Great Harvest,2023-09-12,3,NA
Great Harvest,2023-09-13,5,NA
Great Harvest,2023-09-14,1,NA
Great Harvest,2023-09-20,5,NA
Great Harvest,2023-09-21,4,NA
Great Harvest,2023-09-22,5,4
Great Harvest,2023-09-25,2,3.5714285714285716
Great Harvest,2023-09-26,4,3.7142857142857144
Great Harvest,2023-09-27,1,3.142857142857143
Great Harvest,2023-09-28,2,3.2857142857142856
Great Harvest,2023-09-29,1,2.7142857142857144
Great Harvest,2023-10-02,1,2.2857142857142856
Great Harvest,2023-10-04,1,1.7142857142857142
Great Harvest,2023-10-05,1,1.5714285714285714
Great Harvest,2023-10-06,3,1.4285714285714286
Great Harvest,2023-10-10,2,1.5714285714285714
Great Harvest,2023-10-11,3,1.7142857142857142
Great Harvest,2023-10-12,5,2.2857142857142856
Great Harvest,2023-10-13,3,2.5714285714285716
Great Harvest,2023-10-16,2,2.7142857142857144
Great Harvest,2023-10-17,4,3.142857142857143
Great Harvest,2023-10-18,2,3
Great Harvest,2023-10-19,3,3.142857142857143
Great Harvest,2023-10-20,3,3.142857142857143
Great Harvest,2023-10-23,3,2.857142857142857
Great Harvest,2023-10-25,2,2.7142857142857144
Great Harvest,2023-10-26,3,2.857142857142857
Great Harvest,2023-10-27,4,2.857142857142857
Great Harvest,2023-10-30,5,3.2857142857142856
Great Harvest,2023-10-31,4,3.4285714285714284
Great Harvest,2023-11-01,4,3.5714285714285716
Great Harvest,2023-11-02,2,3.4285714285714284
Great Harvest,2023-11-03,6,4
Great Harvest,2023-11-06,3,4
Great Harvest,2023-11-08,3,3.857142857142857
Great Harvest,2023-11-09,1,3.2857142857142856
Great Harvest,2023-11-10,2,3
Great Harvest,2023-11-13,4,3
Great Harvest,2023-11-14,1,2.857142857142857
Great Harvest,2023-11-15,4,2.5714285714285716
Great Harvest,2023-11-16,2,2.4285714285714284
Great Harvest,2023-11-17,2,2.2857142857142856
Great Harvest,2023-11-21,2,2.4285714285714284
Great Harvest,2023-11-28,1,2.2857142857142856
Great Harvest,2023-11-29,2,2
Great Harvest,2023-11-30,4,2.4285714285714284
Great Harvest,2023-12-01,5,2.5714285714285716
Great Harvest,2023-12-04,2,2.5714285714285716
Great Harvest,2023-12-06,5,3
Great Harvest,2023-12-08,6,3.5714285714285716
Great Harvest,2023-12-11,3,3.857142857142857
Great Harvest,2023-12-13,3,4
Great Harvest,2023-12-14,3,3.857142857142857
Great Harvest,2023-12-15,3,3.5714285714285716
Great Harvest,2023-12-20,4,3.857142857142857
Great Harvest,2023-12-21,1,3.2857142857142856
Great Harvest,2023-12-27,3,2.857142857142857
Great Harvest,2023-12-29,2,2.7142857142857144
Great Harvest,2024-01-04,2,2.5714285714285716
Great Harvest,2024-01-05,2,2.4285714285714284
Great Harvest,2024-01-09,3,2.4285714285714284
Great Harvest,2024-01-11,2,2.142857142857143
Great Harvest,2024-01-12,3,2.4285714285714284
Great Harvest,2024-01-19,3,2.4285714285714284
Great Harvest,2024-01-24,2,2.4285714285714284
Great Harvest,2024-01-25,5,2.857142857142857
Great Harvest,2024-02-01,2,2.857142857142857
Great Harvest,2024-02-02,4,3
Great Harvest,2024-02-06,2,3
Great Harvest,2024-02-07,2,2.857142857142857
Great Harvest,2024-02-08,2,2.7142857142857144
Great Harvest,2024-02-09,5,3.142857142857143
Great Harvest,2024-02-13,4,3
Great Harvest,2024-02-14,3,3.142857142857143
Great Harvest,2024-02-15,1,2.7142857142857144
Great Harvest,2024-02-16,2,2.7142857142857144
Great Harvest,2024-02-20,1,2.5714285714285716
Great Harvest,2024-02-21,2,2.5714285714285716
Great Harvest,2024-02-22,4,2.4285714285714284
Great Harvest,2024-02-23,1,2
Great Harvest,2024-02-24,1,1.7142857142857142
Great Harvest,2024-02-28,1,1.7142857142857142
Great Harvest,2024-02-29,1,1.5714285714285714
Great Harvest,2024-03-05,4,2
Great Harvest,2024-03-06,1,1.8571428571428572
Great Harvest,2024-03-07,5,2
Great Harvest,2024-03-12,4,2.4285714285714284
Great Harvest,2024-03-13,5,3
Great Harvest,2024-03-14,3,3.2857142857142856
Great Harvest,2024-03-15,2,3.4285714285714284
Great Harvest,2024-03-19,1,3
Great Harvest,2024-03-21,3,3.2857142857142856
Great Harvest,2024-03-22,3,3
Great Harvest,2024-03-27,4,3
Great Harvest,2024-04-02,4,2.857142857142857
Great Harvest,2024-04-03,8,3.5714285714285716
Great Harvest,2024-04-04,4,3.857142857142857
Great Harvest,2024-04-05,6,4.571428571428571
Great Harvest,2024-04-09,12,5.857142857142857
Great Harvest,2024-04-11,7,6.428571428571429
Great Harvest,2024-04-12,6,6.714285714285714
Great Harvest,2024-04-16,5,6.857142857142857
Great Harvest,2024-04-17,1,5.857142857142857
Great Harvest,2024-04-18,3,5.714285714285714
Great Harvest,2024-04-19,3,5.285714285714286
Great Harvest,2024-04-23,9,4.857142857142857
Great Harvest,2024-04-24,3,4.285714285714286
Great Harvest,2024-04-25,4,4
Great Harvest,2024-04-26,4,3.857142857142857
Great Harvest,2024-04-30,4,4.285714285714286
Great Harvest,2024-05-02,4,4.428571428571429
Great Harvest,2024-05-07,4,4.571428571428571
Great Harvest,2024-05-09,3,3.7142857142857144
Great Harvest,2024-05-10,4,3.857142857142857
Great Harvest,2024-05-14,2,3.5714285714285716
Great Harvest,2024-05-15,4,3.5714285714285716
Great Harvest,2024-05-16,5,3.7142857142857144
Great Harvest,2024-05-17,3,3.5714285714285716
Great Harvest,2024-05-21,2,3.2857142857142856
Great Harvest,2024-05-22,4,3.4285714285714284
Great Harvest,2024-05-23,10,4.285714285714286
Great Harvest Bread,2023-08-31,4,NA
Great Harvest Bread,2023-10-03,4,NA
Great Harvest Bread,2023-10-04,2,NA
Great Harvest Bread,2024-02-14,1,NA
Great Harvest Bread,2024-02-18,3,NA
Great Harvest Bread,2024-02-21,5,NA
Great Harvest Bread,2024-02-23,1,2.857142857142857
Great Harvest Bread,2024-03-06,5,3
