Partner Name,date,sales,mean_weekly
Basilico Italiano,2024-03-06,10,NA
Basilico Italiano,2024-03-11,2,5.428571428571429
Basilico Italiano,2024-03-13,3,5.428571428571429
Basilico Italiano,2024-03-20,4,4.571428571428571
Basilico Italiano,2024-03-21,3,4.571428571428571
Basilico Italiano,2024-03-25,3,4.285714285714286
Basilico Italiano,2024-03-28,3,4
Basilico Italiano,2024-03-31,3,3
Basilico Italiano,2024-04-04,8,3.857142857142857
Basilico Italiano,2024-04-17,1,3.5714285714285716
Basilico Italiano,2024-04-18,2,3.2857142857142856
Basilico Italiano,2024-04-21,2,3.142857142857143
Basilico Italiano,2024-04-22,3,3.142857142857143
Basilico Italiano,2024-05-02,1,2.857142857142857
Basilico Italiano,2024-05-04,8,3.5714285714285716
Basilico Italiano,2024-05-05,1,2.5714285714285716
Basilico Italiano,2024-05-14,1,2.5714285714285716
Batch House,2024-02-08,5,NA
Batch House,2024-02-09,8,NA
Batch House,2024-02-16,9,NA
Batch House,2024-02-17,5,NA
Batch House,2024-02-22,2,NA
Batch House,2024-02-23,10,NA
Batch House,2024-02-25,14,7.571428571428571
Batch House,2024-02-29,8,8
Batch House,2024-03-01,5,7.571428571428571
Batch House,2024-03-02,9,7.571428571428571
Batch House,2024-03-03,12,8.571428571428571
Batch House,2024-03-07,4,8.857142857142858
Batch House,2024-03-09,5,8.142857142857142
Batch House,2024-03-10,23,9.428571428571429
Batch House,2024-03-14,2,8.571428571428571
Batch House,2024-03-15,13,9.714285714285714
Batch House,2024-03-17,20,11.285714285714286
Batch House,2024-03-21,10,11
Batch House,2024-03-23,16,12.714285714285714
Batch House,2024-03-25,14,14
Batch House,2024-03-27,4,11.285714285714286
Batch House,2024-03-28,6,11.857142857142858
Batch House,2024-04-02,1,10.142857142857142
Batch House,2024-04-03,3,7.714285714285714
Batch House,2024-04-04,23,9.571428571428571
Batch House,2024-04-06,4,7.857142857142857
Batch House,2024-04-07,25,9.428571428571429
Batch House,2024-04-11,4,9.428571428571429
Batch House,2024-04-12,3,9
Batch House,2024-04-13,10,10.285714285714286
Batch House,2024-04-14,17,12.285714285714286
Batch House,2024-04-19,7,10
Batch House,2024-04-20,7,10.428571428571429
Batch House,2024-04-21,16,9.142857142857142
Batch House,2024-04-25,2,8.857142857142858
Batch House,2024-04-27,3,8.857142857142858
Batch House,2024-04-28,13,9.285714285714286
Batch House,2024-05-02,2,7.142857142857143
Batch House,2024-05-03,8,7.285714285714286
Batch House,2024-05-04,1,6.428571428571429
Batch House,2024-05-05,13,6
Batch House,2024-05-12,5,6.428571428571429
Batch House,2024-05-16,7,7
Batch House,2024-05-17,6,6
Batch House,2024-05-19,4,6.285714285714286
Batch House,2024-05-20,11,6.714285714285714
Batch House,2024-05-23,6,7.428571428571429
Batch House,2024-05-24,6,6.428571428571429
Beanchain Coffee,2024-02-13,2,NA
Beanchain Coffee,2024-02-15,2,NA
Beanchain Coffee,2024-02-16,3,NA
Beanchain Coffee,2024-02-18,1,NA
Beanchain Coffee,2024-02-19,1,NA
Beanchain Coffee,2024-02-20,1,NA
Beanchain Coffee,2024-02-21,1,1.5714285714285714
Beanchain Coffee,2024-02-22,2,1.5714285714285714
Beanchain Coffee,2024-02-23,1,1.4285714285714286
Beanchain Coffee,2024-02-24,2,1.2857142857142858
Beanchain Coffee,2024-02-25,3,1.5714285714285714
Beanchain Coffee,2024-02-26,2,1.7142857142857142
Beanchain Coffee,2024-02-29,1,1.7142857142857142
Beanchain Coffee,2024-03-08,1,1.7142857142857142
Beanchain Coffee,2024-03-11,2,1.7142857142857142
Beanchain Coffee,2024-03-24,2,1.8571428571428572
Beanchain Coffee,2024-03-31,2,1.8571428571428572
Beanchain Coffee,2024-04-02,1,1.5714285714285714
Beanchain Coffee,2024-04-19,1,1.4285714285714286
Beard Papa,2024-04-26,6,NA
Beard Papa,2024-04-30,2,NA
Beard Papa,2024-05-02,2,NA
Beard Papa,2024-05-03,4,NA
Beard Papa,2024-05-09,5,NA
Beard Papa,2024-05-14,3,NA
Beard Papa,2024-05-15,3,3.5714285714285716
Beard Papa,2024-05-16,8,3.857142857142857
Beard Papa,2024-05-17,7,4.571428571428571
Beard Papa,2024-05-18,8,5.428571428571429
Beard Papa,2024-05-21,3,5.285714285714286
Benny Ferrovia's,2024-02-08,4,NA
Benny Ferrovia's,2024-02-09,6,NA
Benny Ferrovia's,2024-02-12,1,NA
Benny Ferrovia's,2024-02-13,6,NA
Benny Ferrovia's,2024-02-14,1,NA
Benny Ferrovia's,2024-02-20,3,NA
Benny Ferrovia's,2024-03-12,7,4
Beyond Amazing Donuts,2024-02-08,9,NA
Beyond Amazing Donuts,2024-02-09,8,NA
Beyond Amazing Donuts,2024-02-10,11,NA
Beyond Amazing Donuts,2024-02-11,10,NA
Beyond Amazing Donuts,2024-02-15,47,NA
Beyond Amazing Donuts,2024-02-17,5,NA
Beyond Amazing Donuts,2024-02-18,19,15.571428571428571
Beyond Amazing Donuts,2024-02-20,20,17.142857142857142
Beyond Amazing Donuts,2024-02-22,41,21.857142857142858
Beyond Amazing Donuts,2024-02-23,10,21.714285714285715
Beyond Amazing Donuts,2024-02-24,20,23.142857142857142
Beyond Amazing Donuts,2024-02-27,15,18.571428571428573
Beyond Amazing Donuts,2024-02-28,16,20.142857142857142
Beyond Amazing Donuts,2024-02-29,23,20.714285714285715
Beyond Amazing Donuts,2024-03-02,41,23.714285714285715
Beyond Amazing Donuts,2024-03-06,33,22.571428571428573
Beyond Amazing Donuts,2024-03-07,26,24.857142857142858
Beyond Amazing Donuts,2024-03-08,7,23
Beyond Amazing Donuts,2024-03-09,22,24
Beyond Amazing Donuts,2024-03-13,26,25.428571428571427
Beyond Amazing Donuts,2024-03-14,36,27.285714285714285
Beyond Amazing Donuts,2024-03-15,23,24.714285714285715
Beyond Amazing Donuts,2024-03-16,9,21.285714285714285
Beyond Amazing Donuts,2024-03-17,16,19.857142857142858
Beyond Amazing Donuts,2024-03-20,33,23.571428571428573
Beyond Amazing Donuts,2024-03-21,32,25
Beyond Amazing Donuts,2024-03-22,23,24.571428571428573
Beyond Amazing Donuts,2024-03-23,13,21.285714285714285
Beyond Amazing Donuts,2024-03-24,14,20
Beyond Amazing Donuts,2024-03-25,8,19.857142857142858
Beyond Amazing Donuts,2024-03-26,19,20.285714285714285
Beyond Amazing Donuts,2024-03-27,18,18.142857142857142
Beyond Amazing Donuts,2024-03-28,27,17.428571428571427
Beyond Amazing Donuts,2024-03-29,8,15.285714285714286
Beyond Amazing Donuts,2024-03-30,7,14.428571428571429
Beyond Amazing Donuts,2024-03-31,8,13.571428571428571
Beyond Amazing Donuts,2024-04-01,10,13.857142857142858
Beyond Amazing Donuts,2024-04-02,11,12.714285714285714
Beyond Amazing Donuts,2024-04-03,10,11.571428571428571
Beyond Amazing Donuts,2024-04-04,13,9.571428571428571
Beyond Amazing Donuts,2024-04-05,2,8.714285714285714
Beyond Amazing Donuts,2024-04-06,12,9.428571428571429
Beyond Amazing Donuts,2024-04-07,7,9.285714285714286
Beyond Amazing Donuts,2024-04-08,15,10
Beyond Amazing Donuts,2024-04-09,8,9.571428571428571
Beyond Amazing Donuts,2024-04-10,7,9.142857142857142
Beyond Amazing Donuts,2024-04-11,10,8.714285714285714
Beyond Amazing Donuts,2024-04-12,2,8.714285714285714
Beyond Amazing Donuts,2024-04-13,25,10.571428571428571
Beyond Amazing Donuts,2024-04-14,9,10.857142857142858
Beyond Amazing Donuts,2024-04-15,5,9.428571428571429
Beyond Amazing Donuts,2024-04-16,11,9.857142857142858
Beyond Amazing Donuts,2024-04-17,12,10.571428571428571
Beyond Amazing Donuts,2024-04-18,10,10.571428571428571
Beyond Amazing Donuts,2024-04-19,19,13
Beyond Amazing Donuts,2024-04-20,8,10.571428571428571
Beyond Amazing Donuts,2024-04-21,14,11.285714285714286
Beyond Amazing Donuts,2024-04-22,10,12
Beyond Amazing Donuts,2024-04-23,13,12.285714285714286
Beyond Amazing Donuts,2024-04-24,9,11.857142857142858
Beyond Amazing Donuts,2024-04-25,10,11.857142857142858
Beyond Amazing Donuts,2024-04-26,13,11
Beyond Amazing Donuts,2024-04-27,8,11
Beyond Amazing Donuts,2024-04-28,13,10.857142857142858
Beyond Amazing Donuts,2024-04-29,14,11.428571428571429
Beyond Amazing Donuts,2024-04-30,9,10.857142857142858
Beyond Amazing Donuts,2024-05-01,4,10.142857142857142
Beyond Amazing Donuts,2024-05-02,15,10.857142857142858
Beyond Amazing Donuts,2024-05-03,19,11.714285714285714
Beyond Amazing Donuts,2024-05-04,10,12
Beyond Amazing Donuts,2024-05-05,10,11.571428571428571
Beyond Amazing Donuts,2024-05-06,10,11
Beyond Amazing Donuts,2024-05-07,6,10.571428571428571
Beyond Amazing Donuts,2024-05-08,14,12
Beyond Amazing Donuts,2024-05-09,12,11.571428571428571
Beyond Amazing Donuts,2024-05-10,13,10.714285714285714
Beyond Amazing Donuts,2024-05-11,6,10.142857142857142
Beyond Amazing Donuts,2024-05-13,4,9.285714285714286
Beyond Amazing Donuts,2024-05-14,6,8.714285714285714
Beyond Amazing Donuts,2024-05-15,11,9.428571428571429
Beyond Amazing Donuts,2024-05-16,15,9.571428571428571
Beyond Amazing Donuts,2024-05-17,6,8.714285714285714
Beyond Amazing Donuts,2024-05-18,9,8.142857142857142
Beyond Amazing Donuts,2024-05-19,8,8.428571428571429
Beyond Amazing Donuts,2024-05-20,10,9.285714285714286
Beyond Amazing Donuts,2024-05-21,3,8.857142857142858
Beyond Amazing Donuts,2024-05-22,7,8.285714285714286
Beyond Amazing Donuts,2024-05-23,10,7.571428571428571
Beyond Amazing Donuts,2024-05-24,3,7.142857142857143
Black Box Bakery,2024-03-07,4,NA
Black Box Bakery,2024-03-08,7,NA
Black Box Bakery,2024-03-13,5,NA
Black Box Bakery,2024-03-15,9,NA
Black Box Bakery,2024-03-20,5,NA
Black Box Bakery,2024-03-22,3,NA
Black Box Bakery,2024-03-27,8,5.857142857142857
Black Box Bakery,2024-03-28,2,5.571428571428571
Black Box Bakery,2024-03-29,2,4.857142857142857
Black Box Bakery,2024-04-03,16,6.428571428571429
Black Box Bakery,2024-04-04,14,7.142857142857143
Black Box Bakery,2024-04-05,13,8.285714285714286
Black Box Bakery,2024-04-07,3,8.285714285714286
Black Box Bakery,2024-04-10,16,9.428571428571429
Black Box Bakery,2024-04-11,18,11.714285714285714
Black Box Bakery,2024-04-18,5,12.142857142857142
Black Box Bakery,2024-05-01,8,11
Black Box Bakery,2024-05-02,14,11
Black Box Bakery,2024-05-08,14,11.142857142857142
Black Box Bakery,2024-05-15,5,11.428571428571429
Bleu Barn,2024-02-23,2,NA
Bleu Barn,2024-02-27,4,NA
Bleu Barn,2024-03-01,2,NA
Bleu Barn,2024-03-26,12,NA
Bleu Barn,2024-04-09,6,NA
Bonfire Burritos,2024-05-23,4,NA
Brockmeyer's Coffee Tavern,2024-02-14,6,NA
Brockmeyer's Coffee Tavern,2024-02-15,5,NA
Brockmeyer's Coffee Tavern,2024-02-16,5,NA
Brockmeyer's Coffee Tavern,2024-02-17,4,NA
Brockmeyer's Coffee Tavern,2024-02-18,2,NA
Brockmeyer's Coffee Tavern,2024-02-22,5,NA
Brockmeyer's Coffee Tavern,2024-02-23,2,4.142857142857143
Brockmeyer's Coffee Tavern,2024-02-24,4,3.857142857142857
Brockmeyer's Coffee Tavern,2024-02-28,4,3.7142857142857144
Brockmeyer's Coffee Tavern,2024-03-01,4,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-02,8,4.142857142857143
Brockmeyer's Coffee Tavern,2024-03-08,5,4.571428571428571
Brockmeyer's Coffee Tavern,2024-03-09,3,4.285714285714286
Brockmeyer's Coffee Tavern,2024-03-10,1,4.142857142857143
Brockmeyer's Coffee Tavern,2024-03-14,2,3.857142857142857
Brockmeyer's Coffee Tavern,2024-03-15,2,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-19,3,3.4285714285714284
Brockmeyer's Coffee Tavern,2024-03-20,2,2.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-21,5,2.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-22,3,2.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-23,7,3.4285714285714284
Brockmeyer's Coffee Tavern,2024-03-24,2,3.4285714285714284
Brockmeyer's Coffee Tavern,2024-03-27,3,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-28,3,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-03-29,5,4
Brockmeyer's Coffee Tavern,2024-04-03,4,3.857142857142857
Brockmeyer's Coffee Tavern,2024-04-04,1,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-04-05,7,3.5714285714285716
Brockmeyer's Coffee Tavern,2024-04-10,3,3.7142857142857144
Brockmeyer's Coffee Tavern,2024-04-13,8,4.428571428571429
Brockmeyer's Coffee Tavern,2024-04-17,4,4.571428571428571
